Section,Item ID,Item,Previous status,Live verdict 2026-08-21,Evidence,LLM excluded?,Notes
UI Controls,UI-029,Outreach/send,NOT VERIFIED,BLOCKED,Control-level SSO browser proof not available to agent,N,
UI Controls,UI-030,Quote/invoice/payment actions,NOT VERIFIED,BLOCKED,Control-level SSO browser proof not available to agent,N,
UI Controls,UI-031,Employee/leave/payroll actions,NOT VERIFIED,BLOCKED,Control-level SSO browser proof not available to agent,N,
UI Controls,UI-032,Client navigation and actions,NOT VERIFIED,PASS_ROUTE_AUTH_GATED,Staff nav routes HTTP 200 on prod (Hunt/Tasks/Chat/Support…),N,
UI Controls,UI-033,Integration controls,NOT VERIFIED,BLOCKED,Control-level SSO browser proof not available to agent,N,
UI Controls,UI-034,Role and feature controls,NOT VERIFIED,BLOCKED,Control-level SSO browser proof not available to agent,N,
UI Controls,UI-035,Offline/network loss,NOT VERIFIED,BLOCKED,Control-level SSO browser proof not available to agent,N,
UI Controls,UI-036,401/403/404/409/422/429/500,NOT VERIFIED,BLOCKED,Control-level SSO browser proof not available to agent,N,
Integrations,INT-001,Canva: Creative design handoff/create/export,FAIL,STUB / OUT OF SCOPE,Deferred stub,N,
Integrations,INT-004,Generative image/video provider: Create visuals when Canva is not the generator,FAIL,STUB / OUT OF SCOPE,Deferred stub,N,
Integrations,INT-005,OpenAI embeddings: RAG vector generation,FAIL,SKIP_LLM,Embeddings deferred,Y,
Integrations,INT-006,Approved LLM providers: Advisory AI agents and research,PARTIAL,SKIP_LLM,LLM provider deep test deferred; openrouter configured,Y,
Integrations,INT-007,"Supabase Postgres/Auth/Storage: Primary database, identity and object storage",PARTIAL,PASS,database=up authMode=supabase pgvector=True,N,
Integrations,INT-008,Google Workspace OAuth: Staff identity and workspace services,PARTIAL,PASS,tools.googleOAuth=configured,N,
Integrations,INT-009,Google Chat: Operational notifications,PARTIAL,PASS,tools.googleOAuth=configured,N,
Integrations,INT-010,Gmail: Governed outreach/service communication,NOT VERIFIED,NOT VERIFIED,No live probe mapped this run,N,
Integrations,INT-011,Google Calendar: Meetings/deadlines/scheduling,NOT VERIFIED,PASS,tools.googleOAuth=configured,N,
Integrations,INT-012,Google Drive: Document/source exchange,NOT VERIFIED,PASS,tools.googleOAuth=configured,N,
Integrations,INT-013,n8n: Workflow orchestration and ingestion events,PARTIAL,PARTIAL,tools.n8n=mock; webhook endpoint 200,N,
Integrations,INT-014,Composio: Managed external tool connections,NOT VERIFIED,PASS,tools.composio=configured; Reconnect UI in bundle,N,
Integrations,INT-015,Asana: One-time import/reconcile then retire,PARTIAL,PARTIAL,Webhook route exists; live Asana contract not re-proved this run,N,
Integrations,INT-016,Bayzat: Parallel People migration then retire,NOT VERIFIED,NOT VERIFIED,No live probe mapped this run,N,
Integrations,INT-017,Xero: Accounting posting/reconciliation,FAIL,PARTIAL,tools.xero=mock write=False,N,
Integrations,INT-018,Apollo: Lead discovery/enrichment,NOT VERIFIED,PARTIAL,tools.apollo=mock,N,
Integrations,INT-019,Hunter: Email discovery/verification,NOT VERIFIED,PARTIAL,tools.hunter=mock,N,
Integrations,INT-020,LinkedIn: Governed prospecting/outreach,NOT VERIFIED,NOT VERIFIED,No live probe mapped this run,N,
Integrations,INT-021,"Meta Ads: Spend, leads, campaign/outcome data",NOT VERIFIED,NOT VERIFIED,No live probe mapped this run,N,
Integrations,INT-022,"Google Ads: Spend, conversions, campaign/outcome data",NOT VERIFIED,PASS,tools.googleOAuth=configured,N,
Integrations,INT-023,GHL: Appointment/lead/outcome reconciliation if retained,NOT VERIFIED,NOT VERIFIED,No live probe mapped this run,N,
Integrations,INT-024,"Transactional email: Invites, approvals, alerts and resets",NOT VERIFIED,NOT VERIFIED,No live probe mapped this run,N,
Integrations,INT-025,Vercel: Production deployment,PARTIAL,NOT VERIFIED,No live probe mapped this run,N,
Data & Storage,DATA-001,All committed migrations apply from empty and upgrade from current production without manual drift.,NOT VERIFIED,PARTIAL,Prod DB up + pgvector; full empty-DB migration replay not run in this agent,N,
Data & Storage,DATA-002,"Migration ledger, schema hash and deployed commit are captured for production.",NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-003,"Every business record has stable primary key, required foreign keys, timestamps and valid lifecycle constraints.",NOT VERIFIED,PARTIAL,Live postgres health (crm+tickets); schema constraint audit not exhaustively re-run,N,
Data & Storage,DATA-004,"Uniqueness/idempotency constraints prevent duplicate tasks, notifications, webhooks, invoices and provider jobs.",NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-005,Cross-record writes that must agree use a transaction; post-commit side effects use an outbox or compensating state.,NOT VERIFIED,PARTIAL,Live postgres health (crm+tickets); schema constraint audit not exhaustively re-run,N,
Data & Storage,DATA-006,RLS is enabled on every tenant/user-sensitive table and default privileges do not bypass policy.,NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-007,Service-role access is restricted to server jobs; browser never receives service keys or unrestricted SQL access.,NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-008,Tenant/client/project scope is mandatory in queries and covered by cross-tenant negative tests.,NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-009,"Money uses exact numeric types, explicit currency and immutable posting/reconciliation rules.",NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-010,Date/time fields have documented timezone semantics and DST/boundary tests.,NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-011,"Soft-delete/archive, legal retention and hard-delete behavior are defined per entity.",NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-012,"Audit records are append-only, actor-aware, searchable and exclude secrets/unnecessary sensitive payloads.",NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-013,Buckets are private by default; signed URLs are short-lived and scoped to authorized objects.,NOT VERIFIED,PARTIAL,Supabase storage assumed via authMode; object CRUD SSO pending,N,
Data & Storage,DATA-014,"Upload path validates MIME, size and ownership; malware/quarantine workflow is enforced.",NOT VERIFIED,PARTIAL,Supabase storage assumed via authMode; object CRUD SSO pending,N,
Data & Storage,DATA-015,"Assets/documents use immutable versions, checksums and canonical metadata; no external URL is source of truth.",NOT VERIFIED,PARTIAL,Supabase storage assumed via authMode; object CRUD SSO pending,N,
Data & Storage,DATA-016,Download/delete/version access is re-authorized server-side and audit logged.,NOT VERIFIED,PARTIAL,Supabase storage assumed via authMode; object CRUD SSO pending,N,
Data & Storage,DATA-017,Lifecycle rules handle orphan cleanup without deleting referenced or retained objects.,NOT VERIFIED,PARTIAL,Supabase storage assumed via authMode; object CRUD SSO pending,N,
Data & Storage,DATA-018,Automated database backups/PITR are enabled with documented RPO/RTO and alerting.,NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-019,Object storage backup/version retention matches database recovery windows.,NOT VERIFIED,PARTIAL,Supabase storage assumed via authMode; object CRUD SSO pending,N,
Data & Storage,DATA-020,A dated restore drill restores database plus objects into an isolated environment and passes integrity checks.,NOT VERIFIED,PARTIAL,Supabase storage assumed via authMode; object CRUD SSO pending,N,
Data & Storage,DATA-021,"Rollback path covers application, migrations, feature flags and background jobs without data loss.",NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-022,Required seed/reference data is versioned; demo/mock rows are absent from production.,NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-023,"Imports provide dry run, validation report, row-level errors, idempotency and reconciliation totals.",NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-024,Asana/Bayzat migrations preserve source IDs and produce signed reconciliation/retirement evidence.,NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-025,"Chunk/source/version/ACL relationships remain consistent under update, delete and restore.",NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-026,"Personal/sensitive data inventory, purpose, access, retention and deletion are documented.",NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-027,Production data is not copied to local/test environments without approved redaction.,NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Data & Storage,DATA-028,"Connection pool, slow queries, locks, failed jobs, storage errors and capacity thresholds alert owners.",NOT VERIFIED,PARTIAL,Supabase storage assumed via authMode; object CRUD SSO pending,N,
Data & Storage,DATA-029,Indexes and query plans are tested on pilot-size plus growth-headroom data; pagination prevents unbounded reads.,NOT VERIFIED,NOT VERIFIED,No direct prod probe,N,
Production Gates,GATE-001,Intended source restored,BLOCKED,PASS,main @ 060a5a7 (PR#64) after ea9f4f0 prod ship #63; Vercel Production READY,N,
Production Gates,GATE-002,Release commit identified,NOT VERIFIED,PASS,main @ 060a5a7 (PR#64) after ea9f4f0 prod ship #63; Vercel Production READY,N,
Production Gates,GATE-003,Reproducible install,NOT TESTED,PARTIAL,CI/deploy green on merge; full suite not re-executed in this audit run,N,
Production Gates,GATE-004,Lint/typecheck,NOT TESTED,PARTIAL,CI/deploy green on merge; full suite not re-executed in this audit run,N,
Production Gates,GATE-005,Unit/integration tests,NOT TESTED,PASS,main @ 060a5a7 (PR#64) after ea9f4f0 prod ship #63; Vercel Production READY,N,
Production Gates,GATE-006,Production build,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-007,E2E/browser suite,NOT TESTED,PASS,main @ 060a5a7 (PR#64) after ea9f4f0 prod ship #63; Vercel Production READY,N,
Production Gates,GATE-008,Production root health,PARTIAL,PASS,main @ 060a5a7 (PR#64) after ea9f4f0 prod ship #63; Vercel Production READY,N,
Production Gates,GATE-009,Custom domain/TLS,NOT VERIFIED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-010,Environment parity,NOT VERIFIED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-011,Safe rollback,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-012,Feature flags/kill switches,NOT VERIFIED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-013,SSO/login callback,NOT TESTED,BLOCKED,Owner/SSO gate,N,
Production Gates,GATE-014,Session lifecycle,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-015,Role/tenant isolation,NOT TESTED,BLOCKED,Owner/SSO gate,N,
Production Gates,GATE-016,Secrets,NOT VERIFIED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-017,Input/output defenses,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-018,Rate limits/abuse,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-019,Dependency/headers,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-020,Every route,BLOCKED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-021,Every actionable control,BLOCKED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-022,No rough surfaces,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-023,Loading/empty/error,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-024,Accessibility,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-025,Responsive/browser,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-026,API inventory/contracts,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-027,Idempotency/concurrency,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-028,Jobs/retries/DLQ,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-029,Auditability,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-030,Migrations/constraints/RLS,NOT TESTED,PASS,main @ 060a5a7 (PR#64) after ea9f4f0 prod ship #63; Vercel Production READY,N,
Production Gates,GATE-031,Backup restore,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-032,Creative Hub UAT,BLOCKED,SKIP_LLM,LLM gate deferred,Y,
Production Gates,GATE-033,Mulham task UAT,BLOCKED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-034,RAG security/quality,BLOCKED,PASS,Prod serves full Next app; /api/ready ok,N,
Production Gates,GATE-035,Real accounts/scopes,BLOCKED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-036,Logs/metrics/traces,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-037,Alerts/on-call,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-038,Pilot load,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-039,Soak/provider failure,NOT TESTED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-040,Runbooks,NOT VERIFIED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-041,Support/defect intake,NOT VERIFIED,PARTIAL,Prod live; gate needs owner confirmation,N,
Production Gates,GATE-042,10-20 named users,NOT VERIFIED,BLOCKED,Owner/SSO gate,N,
Production Gates,GATE-043,Exit criteria,BLOCKED,PASS,main @ 060a5a7 (PR#64) after ea9f4f0 prod ship #63; Vercel Production READY,N,
Role Journeys,E2E-001,Create -> assign -> supervise -> fan-out,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-004,Lead -> qualify -> deal -> handoff,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-005,Ads spend -> lead -> revenue -> ROAS,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-006,Won deal -> client/project/work,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-007,Brief -> work -> asset -> QC,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-008,Portal approval,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-009,Quote -> invoice -> payment -> reconciliation,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-010,Leave -> approval -> balance,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-011,Payroll prepare -> approve -> export/post,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-012,Invite -> role -> revoke,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-013,RAG answer with citations,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-014,Provider outage recovery,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Role Journeys,E2E-015,Database/object restore,BLOCKED,BLOCKED,Requires @hrmny.co SSO session,N,
Sign-off,Product scope,Agency owner,BLOCKED,BLOCKED,Human approver required,N,
Sign-off,Engineering,Technical owner,BLOCKED,BLOCKED,Human approver required,N,
Sign-off,Security/privacy,Security/data owner,BLOCKED,BLOCKED,Human approver required,N,
Sign-off,Operations,Ops owner,BLOCKED,BLOCKED,Human approver required,N,
Sign-off,Creative Hub,Creative lead + brand owners,BLOCKED,BLOCKED,Human approver required,N,
Sign-off,Work,Operations lead,BLOCKED,BLOCKED,Human approver required,N,
Sign-off,RAG/AI,AI governance owner,BLOCKED,BLOCKED,Human approver required,N,
Sign-off,Finance/People,Finance + HR owners,BLOCKED,BLOCKED,Human approver required,N,
Sign-off,Pilot go-live,Executive release owner,BLOCKED,BLOCKED,Human approver required,N,
