Section,Item ID,Item,Previous status,Live verdict 2026-08-21,Evidence,LLM excluded?,Notes
Milestone Scope,PLAN-PV1-001,Post-V1 | Out of contract | Full AI sales autonomy (if held to V2): unattended daily research + auto-send on low-risk touches + the self-evolution learning loop,OUT OF SCOPE,OUT OF SCOPE,Marked out of scope,N,
Milestone Scope,PLAN-PV1-002,Post-V1 | Out of contract | Deep marketing: full ad-platform analytics + automated budget pacing/optimisation + full marketing-automation suite,OUT OF SCOPE,OUT OF SCOPE,Marked out of scope,N,
Milestone Scope,PLAN-PV1-003,Post-V1 | Out of contract | Mobile apps (Expo) for staff + client,OUT OF SCOPE,OUT OF SCOPE,Marked out of scope,N,
Milestone Scope,PLAN-PV1-004,"Post-V1 | Out of contract | Multi-tenant / productized deployment (tenancy, provisioning, billing)",OUT OF SCOPE,OUT OF SCOPE,Marked out of scope,N,
Milestone Scope,PLAN-PV1-005,"Post-V1 | Out of contract | Optional modules: copilot ""ask the OS"", command palette, support desk, e-signature, time tracking",OUT OF SCOPE,OUT OF SCOPE,Marked out of scope,N,
Original Backlog,E0-S1,"Phase 0 — Legal & reference exports | Phase 0 | partner, the MAA signed by Ayham, Molham, Ahmad",NOT VERIFIED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E0-S2,"Phase 0 — Legal & reference exports | Phase 0 | builder, the BUAF thresholds + full ICP exported to a written spec",NOT VERIFIED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E0-S3,"Phase 0 — Legal & reference exports | Phase 0 | builder, the voice corpus + per-register anchors exported",NOT VERIFIED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E0-S4,"Phase 0 — Legal & reference exports | Phase 0 | builder, the Apollo → Hunter.io waterfall documented",NOT VERIFIED,PARTIAL,Related prod surface live; acceptance demo/SSO may remain,N,
Original Backlog,E0-S5,"Phase 0 — Legal & reference exports | Phase 0 | builder, the UAE-residency redaction list + locked [D]-field owners",NOT VERIFIED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E1-S1,Substrate & Gate Engine | M1 | Provision UAE-resident Azure (region UAE North/Central) + networking,DONE WITH ACCEPTED VARIATION,PARTIAL,DONE WITH ACCEPTED VARIATION,N,
Original Backlog,E1-S2,"Substrate & Gate Engine | M1 | Stand up PostgreSQL single primary (UAE), enable row-level security",ENGINEERING DONE — SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: ENGINEERING DONE — SIGN-OFF PENDING,N,
Original Backlog,E1-S3,Substrate & Gate Engine | M1 | Run the 23-table data model migration (SCHEMA) incl. mirror tables + v_client_margin view,ENGINEERING DONE — SIGN-OFF PENDING,SKIP_LLM,LLM/RAG deferred,Y,
Original Backlog,E1-S4,"Substrate & Gate Engine | M1 | GATE GATE — append-only audit (audit_event): INSERT+SELECT only, REVOKE UPDATE/DELETE",ENGINEERING DONE — SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: ENGINEERING DONE — SIGN-OFF PENDING,N,
Original Backlog,E1-S5,Substrate & Gate Engine | M1 | Auth + SSO (Google Workspace identity),ENGINEERING DONE — SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: ENGINEERING DONE — SIGN-OFF PENDING,N,
Original Backlog,E1-S6,Substrate & Gate Engine | M1 | GATE GATE — RBAC + separation of duties over the functional-role spine,ENGINEERING DONE — SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: ENGINEERING DONE — SIGN-OFF PENDING,N,
Original Backlog,E1-S7,Substrate & Gate Engine | M1 | Map the 25 legacy titles → 7 functional roles (role.legacy_titles jsonb),ENGINEERING DONE — SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: ENGINEERING DONE — SIGN-OFF PENDING,N,
Original Backlog,E1-S8,Substrate & Gate Engine | M1 | Build the central state-transition + gate engine skeleton,ENGINEERING DONE — SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: ENGINEERING DONE — SIGN-OFF PENDING,N,
Original Backlog,E1-S9,"Substrate & Gate Engine | M1 | Stand up the DAM (object storage, UAE bucket, signed URLs) for asset/asset_version",ENGINEERING DONE — SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: ENGINEERING DONE — SIGN-OFF PENDING,N,
Original Backlog,E1-S10,Substrate & Gate Engine | M1 | Wire 5 health signals → Google Chat,ENGINEERING DONE — SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: ENGINEERING DONE — SIGN-OFF PENDING,N,
Original Backlog,E1-S11,Substrate & Gate Engine | M1 | Keeper-backed secrets (no plaintext) under developer@hrmny,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E1-S12,Substrate & Gate Engine | M1 | Self-hosted automation engine (n8n-style) + pg-boss-style timers skeleton,ENGINEERING DONE — SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: ENGINEERING DONE — SIGN-OFF PENDING,N,
Original Backlog,E2-S1,"Finance & Profitability | M2 | Module A Foundation — Director-authorised Xero connection that fails loudly; conventions-as-data in convention (versioned, Director-editable)",NOT PAYMENT READY,BLOCKED,Prior status retained as owner gate: NOT PAYMENT READY,N,
Original Backlog,E2-S2,Finance & Profitability | M2 | Module B — email-in → LLM extract → propose entry (account + VAT + recoverable?) with rule cited + evidence,PARTIAL,SKIP_LLM,LLM/RAG deferred,Y,
Original Backlog,E2-S3,Finance & Profitability | M2 | GATE GATE — evidence governs recovery; multi-doc email splits per document,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E2-S4,Finance & Profitability | M2 | GATE GATE — never invent VAT status; unknown TRN held,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E2-S5,Finance & Profitability | M2 | Module B post-to-Xero — Operator approve/edit/reject/hold → posts with source + records Xero ID,NOT PAYMENT READY,BLOCKED,Prior status retained as owner gate: NOT PAYMENT READY,N,
Original Backlog,E2-S6,"Finance & Profitability | M2 | Module C Bank Reconciliation — reference-first match, fuzzy fallback w/ confidence, single Operator queue",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E2-S7,"Finance & Profitability | M2 | Finance edge-case handlers (VAT≠5% flag, out-of-period flag, recurring-fee single line, 30-Apr reversal never auto-post)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E2-S8,Finance & Profitability | M5 | Module D Client Invoicing — accepted proposal → draft; monthly retainer auto-draft; progress invoices vs schedule; unpaid follow-up,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E2-S9,Finance & Profitability | M5 | Per-client margin (v_client_margin): Revenue − (deliverable-share salary + direct production + overhead),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E2-S10,Finance & Profitability | M5 | GATE GATE — over-servicing flag (scope-vs-actual),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E2-S11,Finance & Profitability | M5 | Module E Payroll boundary — Finance auto-drafts run from HR data → validates → HR confirms → Director approves → posts to Xero,VARIATION / RECONCILIATION PENDING,PARTIAL,VARIATION / RECONCILIATION PENDING,N,
Original Backlog,E2-S12,Finance & Profitability | M5 | GATE GATE — payroll separation of duties,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E2-S13,Finance & Profitability | M5 | GATE GATE — VAT close (Module F) — month won't close with unread docs; quarterly package reconciles to the dirham,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E3-S1,People & HR | M2 | Form 1 (Manpower/Hiring Request) intake,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E3-S2,People & HR | M2 | Offer accepted → auto-create the 9-phase onboarding bundle,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E3-S3,People & HR | M2 | GATE GATE — phase gates G1–G9: no phase advances unless its checklist is complete & documented,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E3-S4,People & HR | M2 | GATE GATE — Day-1 readiness sets risk_flag = Yes on missing equipment/access (G2),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E3-S5,"People & HR | M2 | GATE GATE — auto-escalation on missed probation/annual deadline; annual defaults to ""no change""",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E3-S6,People & HR | M2 | Probation outcome branching (Confirm → Active · PIP → Performance Improvement re-review → Active/Exit · Exit → Offboarding),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E3-S7,People & HR | M2 | Form 4 (Performance/Probation Review),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E3-S8,People & HR | M2 | GATE GATE — exit clearance (G9): exit can't complete unless all clearance items done,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E3-S9,People & HR | M2 | Bayzat read-only sync → bayzat_employee_mirror (HR = record),VARIATION / RECONCILIATION PENDING,PARTIAL,VARIATION / RECONCILIATION PENDING,N,
Original Backlog,E4-S1,Commercial Engine | M3 | 8-state deal machine (Discover → Qualify → Engage → Scope → Propose → Price/Cost → Close → Handover Pack),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E4-S2,Commercial Engine | M3 | GATE GATE — BUAF qualification (all four = Hot; No-Go pre-filter),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E4-S3,"Commercial Engine | M3 | GATE GATE — verified-email (Apollo → Hunter.io waterfall, hard block)",NOT PAYMENT READY,BLOCKED,Prior status retained as owner gate: NOT PAYMENT READY,N,
Original Backlog,E4-S4,"Commercial Engine | M3 | GATE GATE — voice rules on outreach copy (no em-dashes, no AI-vocab, per-register anchors)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E4-S5,Commercial Engine | M3 | Quote Builder — single pricing source of truth (Row Net = Qty × Rate × (1+Markup%); named Markup% presets; AED),NOT PAYMENT READY,BLOCKED,Prior status retained as owner gate: NOT PAYMENT READY,N,
Original Backlog,E4-S6,"Commercial Engine | M3 | GATE GATE — margin floor (TARGET_MARGIN_PCT, partner-set, soft/hard toggle)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E4-S7,Commercial Engine | M3 | GATE GATE — discount authority tiers (0–10% AM · 10–20% MD · >20% partner),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E4-S8,"Commercial Engine | M3 | GATE GATE — vendor handling fee (20% standard, deviation needs sign-off)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E4-S9,Commercial Engine | M3 | Acquisition lanes routing into Discover (industry scanning · Apollo intent · relationship-led/LinkedIn + Tejari feed),NOT PAYMENT READY,BLOCKED,Prior status retained as owner gate: NOT PAYMENT READY,N,
Original Backlog,E4-S10,"Commercial Engine | M3 | Win/loss capture (required Lost-reason, 6-driver taxonomy; postponed distinct from Lost)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E4-S11,Commercial Engine | M3 | Won Deal Handover Pack (terminal state 8),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E5-S1,Onboarding + Immersion | M3 | Scope signed → spawn the full 7-phase T-scheduled plan (T-32 → T+93) with RACI + dates + templates,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E5-S2,Onboarding + Immersion | M3 | GATE GATE — phase sign-off gates (no phase advances without its named written gate),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E5-S3,Onboarding + Immersion | M3 | GATE GATE — revision boundary (v1 + 3 client rounds; 4th requires a scope call),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E5-S4,Onboarding + Immersion | M3 | GATE GATE — renewal discipline (130-day reminder at close; 110 internal + 90 client; past 90 → rescope),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E5-S5,Onboarding + Immersion | M3 | Form 3 Immersion populating the client knowledge base (immersion),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E5-S6,"Onboarding + Immersion | M3 | P0 Finance hooks — Invoice #1 + 3 financial logs (Revenue Forecast, Hiring Budget, Retainer Scopes)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E5-S7,Onboarding + Immersion | M3 | Template library wiring (60+ items) + Drive folder scaffold (01-Admin…05-Reports),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E5-S8,Onboarding + Immersion | M3 | Keeper access provisioning per onboarding step,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E6-S1,Client & Account | M4 | Month-1 rhythm P0→P6 (readiness → kickoff → reference calendar → shoot lock → production → final approval → close),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E6-S2,Client & Account | M4 | GATE GATE 0/1/2 — no kickoff unless scope signed + setup complete; no planning unless kickoff done; no shoot scheduling unless calendar client-approved,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E6-S3,Client & Account | M4 | GATE GATE 3 — T-48h shoot lock + T-24h auto-escalate → Cancelled / reschedule day-for-day,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E6-S4,"Client & Account | M4 | GATE GATE — 48h client SLA (miss → escalate + timeline shifts day-for-day, client bears it)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E6-S5,Client & Account | M4 | GATE GATE 4/5 — month-close (final calendar approved AND report delivered),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E6-S6,Client & Account | M4 | CS state machine (Brief Ready → … → Ready to Post) + situational states,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E6-S7,"Client & Account | M4 | CS KPIs computed from system data (briefing hygiene, approval-SLA adherence)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E6-S8,Client & Account | M4 | Consolidated-feedback handoff to Creative (no scattered notes),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E6-S9,Client & Account | M4 | Milestones surfaced (Ref Calendar Approved · Shoot Confirmed · Final Approved · Report Delivered),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E7-S1,"Creative | M4 | Unified 11-state machine (one project, calendar-level + asset-level)",PARTIAL,SKIP_LLM,LLM/RAG deferred,Y,
Original Backlog,E7-S2,"Creative | M4 | GATE GATE — Maher QC at state 5 (""if not internally approved, it doesn't go out"")",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E7-S3,"Creative | M4 | Calendar build → concepts → internal QA (Mark, states 2–4)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E7-S4,Creative | M4 | GATE GATE — consolidated-feedback rule at state 8,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E7-S5,Creative | M4 | GATE GATE — revision boundary (v1 + 2 client rounds; 4th version → blocker to Design Lead),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E7-S6,Creative | M4 | GATE GATE — production handoff checklist (state 11),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E7-S7,"Creative | M4 | Multi-layer QA enforcement (dimensions per channel, file/naming, brand, zero-typo copy)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E7-S8,"Creative | M4 | DAM versioning (asset / asset_version, approved_version_id ≠ current_version_id)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E7-S9,"Creative | M4 | Bad-asset pathway (Troubleshoot → Pivot → Discard + negotiate, named owner + timeline)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E8-S1,Traffic / Production | M4 | GATE GATE — DoR (Form 2): a brief with >2 required items missing cannot start,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E8-S2,Traffic / Production | M4 | Capacity dashboard projecting load ≥3 weeks ahead,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E8-S3,"Traffic / Production | M4 | Delivery / status board (every live task: status, owner, deadline, revision count, risk flag)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E8-S4,Traffic / Production | M4 | Bottleneck ratio (internal vs client review) + triple-zero audit (overdue/unassigned/stuck),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E8-S5,Traffic / Production | M4 | Asana → Airtable cutover (task record migrates before automation wiring),MIGRATION / SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: MIGRATION / SIGN-OFF PENDING,N,
Original Backlog,E8-S6,Traffic / Production | M4 | Assignment & prioritisation workflow (Raafat),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E9-S1,"Seams & Automation | M6 | Sale → Kickoff + Scope → Finance (both fire from the single ""Won"" event)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E9-S2,Seams & Automation | M6 | Immersion → Strategy,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E9-S3,Seams & Automation | M6 | Brief Lock → Creative,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E9-S4,Seams & Automation | M6 | Calendar → Production,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E9-S5,Seams & Automation | M6 | Approved → Delivery,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E9-S6,Seams & Automation | M6 | Delivery → Client view,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E9-S7,Seams & Automation | M6 | Hire → Payroll-ready,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E9-S8,Seams & Automation | M6 | Scope vs actual → Margin flag,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E9-S9,Seams & Automation | M6 | GATE GATE — no-silent-failure + no-double-send + audit-every-transition,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E9-S10,Seams & Automation | M6 | Remaining seam wiring + [CONFIRM: exact 14th seam payload] reconciled against EVT,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E10-S1,Dashboards + Client Portal | M6 | Capacity dashboard (Traffic),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E10-S2,Dashboards + Client Portal | M6 | Delivery/status board (Traffic),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E10-S3,Dashboards + Client Portal | M6 | Client/account status (CS),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E10-S4,Dashboards + Client Portal | M6 | Per-client margin (Finance),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E10-S5,Dashboards + Client Portal | M6 | People lifecycle status (HR),PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E10-S6,"Dashboards + Client Portal | M6 | Client portal (/portal route group, distinct subdomain, server-side scoped)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E10-S7,Dashboards + Client Portal | M6 | GATE GATE — financial-exclusion + RLS scoping in the portal,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E10-S8,Dashboards + Client Portal | M6 | GATE GATE — proof-of-view audit on portal,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E10-S9,Dashboards + Client Portal | M6 | client_portal_user auth + scoped read-only logins,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E11-S1,"Cutover, Training & Hypercare | M6 | Go-live cutover runbook executed (Asana → Airtable already done in M4; final switch-over)",MIGRATION / SIGN-OFF PENDING,BLOCKED,Prior status retained as owner gate: MIGRATION / SIGN-OFF PENDING,N,
Original Backlog,E11-S2,"Cutover, Training & Hypercare | M6 | Training for partners + each role (CS, Finance, HR, Traffic, Creative)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E11-S3,"Cutover, Training & Hypercare | M6 | Feature-flag wiring for staged enablement",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E11-S4,"Cutover, Training & Hypercare | M6 | 30-day hypercare start (P1 < 4 business hours, workaround < 1 business day)",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Original Backlog,E11-S5,"Cutover, Training & Hypercare | M6 | UAT sign-off per milestone consolidated for go-live",PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-001,Hosting/region | Azure UAE + UAE-resident Postgres | Vercel + Supabase Singapore live,PARTIAL,PARTIAL,Related prod surface live; acceptance demo/SSO may remain,N,
Scope Changes,CHG-002,Deployment | CI/CD and dev/staging/prod | GitHub Actions plus manual Vercel production deployment; staging optional,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-003,Secrets | Keeper-backed runtime secrets | Encrypted Vercel variables evidenced; Keeper runtime use not proved,NOT VERIFIED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-004,Data model | 23-table model | M1 audit reports 36 live public tables; code has expanded further,PARTIAL,SKIP_LLM,LLM/RAG deferred,Y,
Scope Changes,CHG-005,Work system | Asana→Airtable; Airtable task record | Native HRMNY Work is the chosen primary; import/reconcile Asana then retire,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-006,People system | Bayzat employee record; OS read-only mirror | Native People may replace Bayzat only after parallel acceptance,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-007,AI autonomy | Old Module 1 asks for measurable self-evolution | AI advisory/manual now; audited autonomy toggle may be added later,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-008,Employee scoring | General AI layer could be misread as allowing scoring | No AI employee-performance scoring,NOT VERIFIED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-009,"Creative Hub | SOW M4 covers creative state machine, QC, DAM and Traffic | Prompt-driven visual generation and Canva handoff were requested later",NOT CREATED,SKIP_LLM,LLM/RAG deferred,Y,
Scope Changes,CHG-010,Canva | Not in SOW v2 ten-integration list; legacy authoring context only | Committed code has a Canva stub,STUB,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-011,"Marketing expansion | SOW v2 does not enumerate demand-gen/client media/ad connectors | 90-Day Plan v3 adds inbound, nurture, social, campaigns, Meta/Google/TikTok and reporting",NOT VERIFIED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-012,General RAG | AI-assisted scoring/drafting/extraction in original build; no general RAG payment demo | pgvector/memory foundation exists and broader RAG was requested later,PARTIAL,SKIP_LLM,LLM/RAG deferred,Y,
Scope Changes,CHG-013,Task supervisor | Original work model has owners/RACI but no explicit supervisor-task feature | Explicit supervisor role requested later,NOT CREATED,SKIP_LLM,LLM/RAG deferred,Y,
Scope Changes,CHG-014,Vendor handling fee | Context/FRD/backlog say 20% | 90-Day Plan v3 says 15%; old Module 1 resource says 15%,BLOCKED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-015,Revision boundary | Creative says v1+2 rounds with 4th-version blocker | Onboarding backlog says v1+3 rounds / 4th requires scope call,BLOCKED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-016,M1 naming | Active M1 = 15-day substrate | Older signed Module 1 = full Lead-to-Cash outcome across multiple milestones,PARTIAL,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-017,Contract authority | SOW v2 is the intended milestone baseline | Inspected SOW v2 says Draft for sign-off and has blank signature cells,BLOCKED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-018,Repository state | Release source should be reproducible | Primary checkout reports 433+ tracked files missing/deleted; isolated HEAD audit passes,BLOCKED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Scope Changes,CHG-019,"M1 acceptance administration | Earlier tracker contained two administrative blockers now waived by the client | Client requested their removal on 2026-07-31; browser, route and fun",RECORDED,NOT_RETESTED_DETAIL,Not individually click-tested; see Routes/Integrations evidence,N,
Implementation Queue,Phase 0-GATE-001,Milestone gate: Close every failed/open row in this milestone and record the accepted evidence links.,⬜ TODO,BLOCKED,Owner/payment/sign-off action,N,Acceptance demo
Implementation Queue,P0-SYS-01,Complete system: Attach the executed commercial documents.,⬜ TODO,BLOCKED,Owner/payment/sign-off action,N,System
